#Method,Precision,Recall,F1
#LinguisticApproach,0.052000000000000005,0.024882490629873858,0.03218839391339811,0,0,0
TFIDF,0.0708,0.03299132599172884,0.042467199611718846,0,0,0
YAKE,0.14200000000000002,0.060383930500292275,0.07989831127827378,0,0,0
TEXTRANK,0.2132,0.08450881459060307,0.11512406714666981,0,0,0
RAKE,0.096,0.047666338817677005,0.059893372190462146,0,0,0
MR,0.19820000000000002,0.08401738892796748,0.11193549173575504,0,0,0
GP(POS),0.13512018,0.053686983,0.0732179128,0.00226806647,0.001014191282,0.001358381921
